"Parcel ID PCL398114 was shipped by Michael Brown from 456 Maple Ave, Los Angeles, CA 90001 with contact number +1-555-4253 to Sara Davis at 202 Birch Blvd, Phoenix, AZ 85001, reachable at +1-555-8367. The parcel weighs 7.75 kg and has dimensions of 97x16x70. It was shipped on 2024-11-17 and is estimated to be delivered by 2024-11-17. The current delivery status is 'Delivered', and it was sent via Standard with a tracking number of TRK389255020. The shipping cost was $8.66 and the insurance value is $257.34. The parcel is marked as Yes and No. Special instructions include: N/A. There have been 1 delivery attempts, and the last known location of the parcel was Distribution Center, Phoenix, AZ. The courier ID for this shipment is CR9571."
"Parcel ID PCL282859 was shipped by Alice Green from 101 Pine St, Houston, TX 77001 with contact number +1-555-6289 to Nancy Wilson at 789 Oak Rd, Chicago, IL 60601, reachable at +1-555-7344. The parcel weighs 12.89 kg and has dimensions of 74x66x41. It was shipped on 2024-11-15 and is estimated to be delivered by 2024-11-11. The current delivery status is 'Out for Delivery', and it was sent via Express with a tracking number of TRK927844751. The shipping cost was $8.91 and the insurance value is $479.58. The parcel is marked as No and No. Special instructions include: Ring bell. There have been 3 delivery attempts, and the last known location of the parcel was Distribution Center, Los Angeles, CA. The courier ID for this shipment is CR9025."

"Parcel ID PCL264474 was shipped by Michael Brown from 789 Oak Rd, Chicago, IL 60601 with contact number +1-555-7874 to Sara Davis at 101 Pine St, Houston, TX 77001, reachable at +1-555-3769. The parcel weighs 3.56 kg and has dimensions of 92x75x48. It was shipped on 2024-11-16 and is estimated to be delivered by 2024-11-12. The current delivery status is 'Delivered', and it was sent via Express with a tracking number of TRK638738696. The shipping cost was $18.34 and the insurance value is $265.1. The parcel is marked as Yes and No. Special instructions include: Ring bell. There have been 2 delivery attempts, and the last known location of the parcel was Distribution Center, New York, NY. The courier ID for this shipment is CR9975."

"Parcel ID PCL345674 was shipped by John Doe from 202 Birch Blvd, Phoenix, AZ 85001 with contact number +1-555-9477 to Jane Smith at 789 Oak Rd, Chicago, IL 60601, reachable at +1-555-5709. The parcel weighs 3.99 kg and has dimensions of 57x65x69. It was shipped on 2024-11-23 and is estimated to be delivered by 2024-11-08. The current delivery status is 'In Transit', and it was sent via Express with a tracking number of TRK264978531. The shipping cost was $42.27 and the insurance value is $384.46. The parcel is marked as Yes and Yes. Special instructions include: Deliver to reception. There have been 2 delivery attempts, and the last known location of the parcel was Distribution Center, Los Angeles, CA. The courier ID for this shipment is CR1335."

"Parcel ID PCL285347 was shipped by Chris White from 202 Birch Blvd, Phoenix, AZ 85001 with contact number +1-555-4081 to Nancy Wilson at 789 Oak Rd, Chicago, IL 60601, reachable at +1-555-4079. The parcel weighs 9.23 kg and has dimensions of 22x36x47. It was shipped on 2024-11-01 and is estimated to be delivered by 2024-11-24. The current delivery status is 'In Transit', and it was sent via Express with a tracking number of TRK185876762. The shipping cost was $18.66 and the insurance value is $63.9. The parcel is marked as No and Yes. Special instructions include: N/A. There have been 1 delivery attempts, and the last known location of the parcel was Distribution Center, Phoenix, AZ. The courier ID for this shipment is CR9235."

"Parcel ID PCL795720 was shipped by Chris White from 123 Elm St, New York, NY 10001 with contact number +1-555-2103 to Nancy Wilson at 101 Pine St, Houston, TX 77001, reachable at +1-555-9613. The parcel weighs 7.78 kg and has dimensions of 81x46x85. It was shipped on 2024-11-06 and is estimated to be delivered by 2024-11-14. The current delivery status is 'Delivered', and it was sent via Standard with a tracking number of TRK254993956. The shipping cost was $34.62 and the insurance value is $177.02. The parcel is marked as Yes and Yes. Special instructions include: Ring bell. There have been 1 delivery attempts, and the last known location of the parcel was Distribution Center, Los Angeles, CA. The courier ID for this shipment is CR7080."

"Parcel ID PCL417842 was shipped by Linda Black from 202 Birch Blvd, Phoenix, AZ 85001 with contact number +1-555-9563 to Bob Johnson at 101 Pine St, Houston, TX 77001, reachable at +1-555-2598. The parcel weighs 18.12 kg and has dimensions of 25x43x35. It was shipped on 2024-11-24 and is estimated to be delivered by 2024-11-03. The current delivery status is 'In Transit', and it was sent via Express with a tracking number of TRK299995943. The shipping cost was $23.5 and the insurance value is $280.04. The parcel is marked as No and Yes. Special instructions include: N/A. There have been 1 delivery attempts, and the last known location of the parcel was Distribution Center, Phoenix, AZ. The courier ID for this shipment is CR8662."

"Parcel ID PCL946609 was shipped by Alice Green from 202 Birch Blvd, Phoenix, AZ 85001 with contact number +1-555-7523 to Sara Davis at 202 Birch Blvd, Phoenix, AZ 85001, reachable at +1-555-5354. The parcel weighs 13.34 kg and has dimensions of 41x57x17. It was shipped on 2024-11-05 and is estimated to be delivered by 2024-11-12. The current delivery status is 'Delayed', and it was sent via Express with a tracking number of TRK946747649. The shipping cost was $26.66 and the insurance value is $191.62. The parcel is marked as No and No. Special instructions include: Leave at front door. There have been 3 delivery attempts, and the last known location of the parcel was Distribution Center, Phoenix, AZ. The courier ID for this shipment is CR6949."

"Parcel ID PCL437818 was shipped by Chris White from 101 Pine St, Houston, TX 77001 with contact number +1-555-3227 to Nancy Wilson at 101 Pine St, Houston, TX 77001, reachable at +1-555-8283. The parcel weighs 12.76 kg and has dimensions of 46x87x47. It was shipped on 2024-11-29 and is estimated to be delivered by 2024-11-20. The current delivery status is 'Out for Delivery', and it was sent via Standard with a tracking number of TRK734214037. The shipping cost was $38.23 and the insurance value is $419.78. The parcel is marked as Yes and No. Special instructions include: Deliver to reception. There have been 3 delivery attempts, and the last known location of the parcel was Distribution Center, Phoenix, AZ. The courier ID for this shipment is CR6547."

